ID,PC,Opcode,Bitwidth,Execution_Count,Avg_Latency,MemLevel,BranchCount
397,0x7ffff7fdaa20,ARITH,32,76,56.42,N/A,0
398,0x7ffff7fdaa5c,ARITH,64,2529,55.37,N/A,0
399,0x7ffff7fdaa64,BRANCH,64,2539,54.45,N/A,2
400,0x7ffff7fdaa75,LOGIC,32,2548,54.59,N/A,0
401,0x7ffff7fda9ba,OTHER,64,74,53.19,N/A,0
402,0x7ffff7fda9dd,ARITH,64,972,56.16,N/A,0
403,0x7ffff7fdaa64,BRANCH,64,2556,54.42,N/A,2
404,0x7ffff7fdaa71,LOAD,32,2566,56.34,L1,0
405,0x7ffff7fdaa58,ARITH,32,2575,55.21,N/A,0
406,0x7ffff7fdaa6a,LOAD,32,2584,71.78,LLC,0
407,0x7ffff7fda9d5,LOAD,32,984,58.86,L2,0
408,0x7ffff7fda9dd,ARITH,64,998,56.18,N/A,0
409,0x7ffff7fda9e3,BRANCH,64,1012,0.00,N/A,2
410,0x7ffff7fdaa6f,BRANCH,64,2598,55.30,N/A,2
411,0x7ffff7fdaa75,LOGIC,32,2608,54.59,N/A,0
412,0x7ffff7fdaa7e,OTHER,64,672,54.57,N/A,0
413,0x7ffff7fdaa90,LOAD,32,704,60.59,L1,0
414,0x7ffff7fda9dd,ARITH,64,1024,56.12,N/A,0
415,0x7ffff7fda9e3,BRANCH,64,1038,0.00,N/A,2
416,0x7ffff7fdaa6a,LOAD,32,2630,71.67,LLC,0
417,0x7ffff7fdaa90,LOAD,32,707,60.61,L1,0
418,0x7ffff7fdaa58,ARITH,32,2649,55.17,N/A,0
419,0x7ffff7fdaa6a,LOAD,32,2658,71.58,LLC,0
420,0x7ffff7fdc534,STORE,64,1,0.00,N/A,0
421,0x7ffff7fdc741,OTHER,32,1,0.00,N/A,0
422,0x7ffff7fdc184,BRANCH,64,1,0.00,N/A,2
423,0x7ffff7fdc2e2,STORE,32,1,0.00,N/A,0
424,0x7ffff7fdc2dc,OTHER,32,9,60.44,N/A,0
425,0x7ffff7fdc2c7,BRANCH,64,14,54.86,N/A,2
426,0x7ffff7fdc2ee,LOAD,32,17,54.59,L2,0
427,0x7ffff7fdc2dc,OTHER,32,29,61.79,N/A,0
428,0x7ffff7fdc7db,BRANCH,64,1,0.00,N/A,2
429,0x7ffff7fdb416,ARITH,32,3,32.00,N/A,0
430,0x7ffff7fdb413,LOGIC,32,6,42.67,N/A,0
431,0x7ffff7fdb408,LOGIC,32,9,49.78,N/A,0
432,0x7ffff7fdd2c5,OTHER,32,1,0.00,N/A,0
433,0x7ffff7fdad8c,ARITH,64,2,16.00,N/A,0
434,0x7ffff7fdaddb,BRANCH,64,4,0.00,N/A,1
435,0x7ffff7fda8c0,ARITH,64,1,0.00,N/A,0
436,0x7ffff7fda845,OTHER,64,3,42.67,N/A,0
437,0x7ffff7fda8b5,BRANCH,64,4,0.00,N/A,2
438,0x7ffff7fdad93,LOAD,64,7,54.86,L1,0
439,0x7ffff7feda6e,FP,128,1,0.00,N/A,0
440,0x7ffff7fdffac,ARITH,64,1,0.00,N/A,0
441,0x7ffff7fdffb8,BRANCH,64,18,0.00,N/A,2
442,0x7ffff7fdffb3,BRANCH,64,33,52.36,N/A,2
443,0x7ffff7fdffb3,BRANCH,64,49,54.20,N/A,2
444,0x7ffff7fdffac,ARITH,64,66,57.70,N/A,0
445,0x7ffff7fd09aa,ARITH,64,1,0.00,N/A,0
446,0x7ffff7fd0a64,LOAD,32,1,0.00,N/A,0
447,0x7ffff7fd0c85,BRANCH,64,1,0.00,N/A,2
448,0x7ffff7fe5339,BRANCH,64,1,0.00,N/A,2
449,0x7ffff7fe56f0,LOAD,64,1,0.00,N/A,0
450,0x7ffff7fe566c,LOGIC,32,1,0.00,N/A,0
451,0x7ffff7fe53c8,BRANCH,64,3,0.00,N/A,2
452,0x7ffff7fe54e8,OTHER,32,1,0.00,N/A,0
453,0x7ffff7fe5398,ARITH,32,8,56.00,N/A,0
454,0x7ffff7fe5835,LOAD,64,1,0.00,N/A,0
455,0x7ffff7fe5896,BRANCH,64,10,9.60,N/A,2
456,0x7ffff7fe589b,ARITH,64,3,21.33,N/A,0
457,0x7ffff7fe58fa,LOAD,64,1,0.00,N/A,0
458,0x7ffff7feda5a,LOGIC,64,2,32.00,N/A,0
459,0x7ffff7fd0c5b,BRANCH,64,2,0.00,N/A,1
460,0x7ffff7fd0d0f,BRANCH,64,1,0.00,N/A,1
461,0x7ffff7fe5adc,ARITH,64,1,0.00,N/A,0
462,0x7ffff7fe5b5b,BRANCH,64,2,32.00,N/A,2
463,0x7ffff7fe5cc4,LOAD,32,1,0.00,N/A,0
464,0x7ffff7fcf103,STORE,32,1,0.00,N/A,0
465,0x7ffff7fcf154,LOGIC,32,11,46.55,N/A,0
466,0x7ffff7fcf1ea,OTHER,64,1,0.00,N/A,0
467,0x7ffff7fce764,LOAD,64,1,0.00,N/A,0
468,0x7ffff7feaaf5,FP,128,1,0.00,N/A,0
469,0x7ffff7fce813,LOAD,64,1,0.00,N/A,1
470,0x7ffff7fcf138,OTHER,32,2,32.00,N/A,0
471,0x7ffff7fcf147,OTHER,64,33,50.42,N/A,0
472,0x7ffff7fce408,STORE,64,2,32.00,L1,0
473,0x7ffff7fce7a3,LOAD,64,2,96.00,L2,0
474,0x7ffff7feb147,ARITH,32,1,0.00,N/A,0
475,0x7ffff7fcf27a,BRANCH,64,2,32.00,N/A,2
476,0x7ffff7fcf147,OTHER,64,43,52.84,N/A,0
477,0x7ffff7fce3f2,OTHER,64,3,42.67,N/A,0
478,0x7ffff7fce787,BRANCH,64,3,42.67,N/A,2
479,0x7ffff7fea247,LOAD,128,2,16.00,L1,0
480,0x7ffff7fcf27a,BRANCH,64,3,64.00,N/A,2
481,0x7ffff7fcf147,OTHER,64,54,55.11,N/A,0
482,0x7ffff7fcf1c5,BRANCH,64,4,0.00,N/A,1
483,0x7ffff7fce74d,LOAD,32,4,40.00,L1,0
484,0x7ffff7fce2b7,LOGIC,64,4,48.00,N/A,0
485,0x7ffff7fe5ff2,LOAD,64,1,0.00,N/A,0
486,0x7ffff7fcf147,OTHER,64,69,56.58,N/A,0
487,0x7ffff7fcf154,LOGIC,32,81,51.75,N/A,0
488,0x7ffff7fce4b6,LOAD,64,5,64.00,L2,0
489,0x7ffff7fce25d,OTHER,64,5,44.80,N/A,0
490,0x7ffff7feb632,OTHER,64,3,32.00,N/A,0
491,0x7ffff7fcf290,LOAD,64,5,51.20,L1,0
492,0x7ffff7fe0480,NOP,32,1,0.00,N/A,0
493,0x7ffff7fe0502,STORE,32,1,0.00,N/A,0
494,0x7ffff7fe1260,BRANCH,64,1,0.00,N/A,2
495,0x7ffff7fed83b,LOGIC,128,3,32.00,N/A,0
496,0x7ffff7fd03dd,LOAD,64,3,320.00,LLC,0
497,0x7ffff7fe1273,LOGIC,64,4,40.00,N/A,0
498,0x7ffff7fe122d,LOAD,64,8,60.00,L1,0
499,0x7ffff7fe0685,FP,128,2,32.00,N/A,0
500,0x7ffff7fe0725,STORE,128,1,0.00,N/A,0
501,0x7ffff7feda6a,LOAD,128,5,665.60,DRAM,0
502,0x7ffff7fd040a,BRANCH,64,4,40.00,N/A,2
503,0x7ffff7fe127b,LOAD,32,7,54.86,L1,0
504,0x7ffff7fee020,LOAD,64,1,0.00,N/A,1
505,0x7ffff7fe12b7,LOAD,64,10,57.60,L1,0
506,0x7ffff7fedfe8,BRANCH,64,3,42.67,N/A,2
507,0x7ffff7fe0b6c,ARITH,64,1,0.00,N/A,0
508,0x7ffff7fe0c43,LOAD,64,3,53.33,L2,0
509,0x7ffff7fe0c62,ARITH,64,2,16.00,N/A,0
510,0x7ffff7fe0cc2,OTHER,64,1,0.00,N/A,0
511,0x7ffff7fd03fc,OTHER,64,6,48.00,N/A,0
512,0x7ffff7fcb86a,STORE,64,1,0.00,N/A,0
513,0x7ffff7fcb83a,STORE,64,4,0.00,N/A,1
514,0x7ffff7fe6153,OTHER,64,1,0.00,N/A,0
515,0x7ffff7fe99a0,NOP,32,1,0.00,N/A,0
516,0x7ffff7fc69d5,STORE,32,1,0.00,N/A,0
517,0x7ffff7fe030a,BRANCH,64,1,0.00,N/A,2
518,0x7ffff7fea228,LOGIC,64,7,41.14,N/A,0
519,0x7ffff7fea235,ARITH,32,7,50.29,N/A,0
520,0x7ffff7feb632,OTHER,64,4,64.00,N/A,0
521,0x7ffff7fd0698,STORE,64,3,42.67,L1,0
522,0x7ffff7fea23a,LOAD,128,10,227.20,L2,0
523,0x7ffff7fcd875,ARITH,64,1,0.00,N/A,0
524,0x7ffff7fe9884,OTHER,64,1,0.00,N/A,0
525,0x7ffff7fea22c,LOGIC,64,16,54.00,N/A,0
526,0x7ffff7fd9829,OTHER,64,1,0.00,N/A,0
527,0x7ffff7fd9658,ARITH,32,5,44.80,N/A,0
528,0x7ffff7fd9644,OTHER,32,11,52.36,N/A,0
529,0x7ffff7fd965a,BRANCH,64,16,44.00,N/A,2
530,0x7ffff7fd984f,OTHER,32,3,21.33,N/A,0
531,0x7ffff7fd982c,OTHER,64,7,54.86,N/A,0
532,0x7ffff7fd9658,ARITH,32,31,56.77,N/A,0
533,0x7ffff7fd9674,BRANCH,64,28,0.00,N/A,2
534,0x7ffff7fd9647,OTHER,32,44,52.36,N/A,0
535,0x7ffff7fd9652,BRANCH,64,47,55.83,N/A,2
536,0x7ffff7fedaa2,OTHER,64,1,0.00,N/A,0
537,0x7ffff7fd0400,STORE,64,7,59.43,L2,0
538,0x7ffff7fc99a4,LOGIC,32,1,0.00,N/A,0
539,0x7ffff7fc9afa,OTHER,64,1,0.00,N/A,0
540,0x7ffff7fe9ba4,BRANCH,64,2,32.00,N/A,2
541,0x7ffff7fc9c85,ARITH,64,2,32.00,N/A,0
542,0x7ffff7fc631e,BRANCH,64,1,0.00,N/A,2
543,0x7ffff7feda50,LOGIC,128,10,44.80,N/A,0
544,0x7ffff7fd0c50,STORE,32,3,74.67,L2,0
545,0x7ffff7fd040f,ARITH,64,8,44.00,N/A,0
546,0x7ffff7fcbcc4,ARITH,64,1,0.00,N/A,0
547,0x7ffff7fcbde1,ARITH,32,2,16.00,N/A,0
548,0x7ffff7fcc310,OTHER,64,2,32.00,N/A,0
549,0x7ffff7fcc2a3,BRANCH,64,5,25.60,N/A,2
550,0x7ffff7fcbde4,BRANCH,64,8,4.00,N/A,2
551,0x7ffff7fcbe60,OTHER,64,3,53.33,N/A,0
552,0x7ffff7fcc067,LOAD,32,1,0.00,N/A,0
553,0x7ffff7fe9cbf,LOAD,64,6,0.00,N/A,1
554,0x7ffff7fee21b,STORE,128,7,32.00,L1,0
555,0x7ffff7fee223,ARITH,64,21,53.33,N/A,0
556,0x7ffff7fcc57c,OTHER,32,1,0.00,N/A,0
557,0x7ffff7fcc5ad,LOAD,64,11,75.64,L2,0
558,0x7ffff7fcc5ca,BRANCH,64,5,12.80,N/A,2
559,0x7ffff7fcc75b,BRANCH,64,1,0.00,N/A,2
560,0x7ffff7fcc847,BRANCH,64,6,0.00,N/A,2
561,0x7ffff7fcd104,OTHER,32,1,0.00,N/A,0
562,0x7ffff7fcc9e7,LOAD,64,1,0.00,N/A,0
563,0x7ffff7fcca81,BRANCH,64,1,0.00,N/A,2
564,0x7ffff7fcd601,ARITH,64,1,0.00,N/A,0
565,0x7ffff7fc6d31,ARITH,64,6,48.00,N/A,0
566,0x7ffff7fc6d35,BRANCH,64,17,50.82,N/A,2
567,0x7ffff7fc69eb,STORE,64,2,32.00,L1,0
568,0x7ffff7fed892,FP,128,1,0.00,N/A,0
569,0x7ffff7fc647d,LOAD,64,2,48.00,L2,0
570,0x7ffff7fd06ab,BRANCH,64,4,40.00,N/A,2
571,0x7ffff7fea230,ARITH,32,21,53.33,N/A,0
572,0x7ffff7feb648,LOAD,32,22,75.64,LLC,0
573,0x7ffff7fc6495,STORE,64,2,48.00,L2,0
574,0x7ffff7fc6d31,ARITH,64,32,54.00,N/A,0
575,0x7ffff7fc6d35,BRANCH,64,43,52.84,N/A,2
576,0x7ffff7fedfbd,LOAD,128,4,96.00,L2,0
577,0x7ffff7fd03f8,LOGIC,64,11,49.45,N/A,0
578,0x7ffff7fc72b8,OTHER,32,1,0.00,N/A,0
579,0x7ffff7fd6a78,ARITH,64,1,0.00,N/A,0
580,0x7ffff7fedfcb,STORE,128,7,64.00,L1,0
581,0x7ffff7fe647d,BRANCH,64,1,0.00,N/A,2
582,0x7ffff7fd8e93,LOAD,64,1,0.00,N/A,0
583,0x7ffff7fea226,OTHER,32,26,50.46,N/A,0
584,0x7ffff7fea260,ARITH,32,18,56.89,N/A,0
585,0x7ffff7fd8f9f,LOGIC,32,1,0.00,N/A,0
586,0x7ffff7fd8f06,LOAD,64,2,32.00,L1,0
587,0x7ffff7fd8fa1,BRANCH,64,10,51.20,N/A,2
588,0x7ffff7fd8f91,LOAD,32,24,73.33,L1,0
589,0x7ffff7fd8fa1,BRANCH,64,35,55.77,N/A,2
590,0x7ffff7fd928d,LOAD,64,1,0.00,N/A,0
591,0x7ffff7fd9354,STORE,32,2,64.00,L2,0
592,0x7ffff7fd04fd,OTHER,64,5,44.80,N/A,0
593,0x7ffff7fd8df6,STORE,64,3,42.67,L1,0
594,0x7ffff7fd06a9,LOGIC,32,9,56.89,N/A,0
595,0x7ffff7fea298,BRANCH,64,16,50.00,N/A,2
596,0x7ffff7fd06ef,LOAD,64,8,56.00,L1,0
597,0x7ffff7fea2b1,LOAD,64,18,318.22,LLC,0
598,0x7ffff7feb64c,ARITH,32,38,56.42,N/A,0
599,0x7ffff7feb4fd,FP,128,13,54.15,N/A,0
600,0x7ffff7fd8f95,BRANCH,64,39,53.33,N/A,2
601,0x7ffff7fd909f,STORE,64,4,0.00,N/A,1
602,0x7ffff7fd8f9f,LOGIC,32,42,60.19,N/A,0
603,0x7ffff7fd92af,LOGIC,32,6,48.00,N/A,0
604,0x7ffff7fd92be,LOGIC,32,18,56.89,N/A,0
605,0x7ffff7fd92af,LOGIC,32,31,55.74,N/A,0
606,0x7ffff7fd0407,ARITH,64,14,50.29,N/A,0
607,0x7ffff7fd936e,LOAD,32,5,44.80,L1,0
608,0x7ffff7fd9458,LOAD,32,6,48.00,L1,0
609,0x7ffff7fd944d,STORE,64,12,53.33,L1,0
610,0x7ffff7fd9447,ARITH,64,18,55.11,N/A,0
611,0x7ffff7fd943f,OTHER,64,24,56.00,N/A,0
612,0x7ffff7fd9436,LOAD,32,30,54.40,L1,0
613,0x7ffff7fd942f,LOAD,32,36,55.11,L1,0
614,0x7ffff7fd92ab,LOAD,32,42,87.62,LLC,0
615,0x7ffff7fd942a,BRANCH,64,3,0.00,N/A,1
616,0x7ffff7fd9443,OTHER,64,43,55.81,N/A,0
617,0x7ffff7fe3d64,STORE,64,1,0.00,N/A,0
618,0x7ffff7fd706a,ARITH,64,1,0.00,N/A,0
619,0x7ffff7fd7426,OTHER,64,1,0.00,N/A,0
620,0x7ffff7fd7486,STORE,64,28,64.00,LLC,0
621,0x7ffff7fd7486,STORE,64,128,62.00,LLC,0
622,0x7ffff7fd7486,STORE,64,228,60.21,LLC,0
623,0x7ffff7fd03d0,NOP,32,18,142.22,N/A,0
624,0x7ffff7fdadb8,BRANCH,64,14,0.00,N/A,2
625,0x7ffff7fe686f,OTHER,64,3,32.00,N/A,0
626,0x7ffff7fe6a51,LOAD,64,1,0.00,N/A,0
627,0x7ffff7fd3f56,LOAD,64,1,0.00,N/A,0
628,0x7ffff7fd4328,BRANCH,64,5,38.40,N/A,2
629,0x7ffff7fd4318,LOAD,64,13,76.31,L2,0
630,0x7ffff7fd433d,ARITH,64,20,48.00,N/A,0
631,0x7ffff7fd432a,ARITH,64,28,54.86,N/A,0
632,0x7ffff7fd431c,LOAD,32,36,59.56,L1,0
633,0x7ffff7fd4340,STORE,64,43,270.14,DRAM,0
634,0x7ffff7fd432e,BRANCH,64,51,52.08,N/A,2
635,0x7ffff7fd4321,ARITH,64,59,56.41,N/A,0
636,0x7ffff7fd4343,ARITH,64,66,52.36,N/A,0
637,0x7ffff7fd4334,LOAD,64,74,60.54,L1,0
638,0x7ffff7fd4324,ARITH,64,82,53.46,N/A,0
639,0x7ffff7fd4346,BRANCH,64,89,0.00,N/A,2
640,0x7ffff7fd4339,ARITH,64,97,54.76,N/A,0
641,0x7ffff7fd4328,BRANCH,64,105,53.94,N/A,2
642,0x7ffff7fd4318,LOAD,64,113,64.28,L2,0
643,0x7ffff7fd433d,ARITH,64,120,56.27,N/A,0
644,0x7ffff7fd432a,ARITH,64,128,53.00,N/A,0
645,0x7ffff7fd431c,LOAD,32,136,55.53,L1,0
646,0x7ffff7fd4340,STORE,64,143,121.06,DRAM,0
647,0x7ffff7fd432e,BRANCH,64,151,53.62,N/A,2
648,0x7ffff7fd4321,ARITH,64,159,54.74,N/A,0
649,0x7ffff7fd4343,ARITH,64,166,53.20,N/A,0
650,0x7ffff7fd4334,LOAD,64,174,61.43,L1,0
651,0x7ffff7fd4324,ARITH,64,182,54.51,N/A,0
652,0x7ffff7fd4346,BRANCH,64,189,0.00,N/A,2
653,0x7ffff7fd4339,ARITH,64,197,53.77,N/A,0
654,0x7ffff7fd4328,BRANCH,64,205,54.17,N/A,2
655,0x7ffff7fd4318,LOAD,64,213,62.65,L2,0
656,0x7ffff7fd433d,ARITH,64,220,55.85,N/A,0
657,0x7ffff7fd432a,ARITH,64,228,55.16,N/A,0
658,0x7ffff7fd431c,LOAD,32,236,54.51,L1,0
659,0x7ffff7fd4340,STORE,64,243,144.20,DRAM,0
660,0x7ffff7fd432e,BRANCH,64,251,54.06,N/A,2
661,0x7ffff7fd4321,ARITH,64,259,53.25,N/A,0
662,0x7ffff7fd4343,ARITH,64,266,53.17,N/A,0
663,0x7ffff7fd4334,LOAD,64,274,61.08,L1,0
664,0x7ffff7fd4324,ARITH,64,282,53.79,N/A,0
665,0x7ffff7fd4346,BRANCH,64,289,0.00,N/A,2
666,0x7ffff7fd4339,ARITH,64,297,53.98,N/A,0
667,0x7ffff7fd4328,BRANCH,64,305,53.72,N/A,2
668,0x7ffff7fd4318,LOAD,64,313,61.75,L2,0
669,0x7ffff7fd433d,ARITH,64,320,55.70,N/A,0
670,0x7ffff7fd432a,ARITH,64,328,55.41,N/A,0
671,0x7ffff7fd431c,LOAD,32,336,56.76,L1,0
672,0x7ffff7fd4340,STORE,64,343,118.39,DRAM,0
673,0x7ffff7fd432e,BRANCH,64,351,54.25,N/A,2
674,0x7ffff7fd4321,ARITH,64,359,54.02,N/A,0
675,0x7ffff7fd4343,ARITH,64,366,53.68,N/A,0
676,0x7ffff7fd4334,LOAD,64,374,59.64,L1,0
677,0x7ffff7fd4324,ARITH,64,382,57.97,N/A,0
678,0x7ffff7fd4346,BRANCH,64,389,0.00,N/A,2
679,0x7ffff7fd4339,ARITH,64,397,53.76,N/A,0
680,0x7ffff7fd4328,BRANCH,64,405,54.12,N/A,2
681,0x7ffff7fd4318,LOAD,64,413,59.82,L2,0
682,0x7ffff7fd433d,ARITH,64,420,55.47,N/A,0
683,0x7ffff7fd432a,ARITH,64,428,54.73,N/A,0
684,0x7ffff7fd431c,LOAD,32,436,55.56,L1,0
685,0x7ffff7fd4340,STORE,64,443,104.38,DRAM,0
686,0x7ffff7fd432e,BRANCH,64,451,54.56,N/A,2
687,0x7ffff7fd4321,ARITH,64,459,53.61,N/A,0
688,0x7ffff7fd4343,ARITH,64,466,53.36,N/A,0
689,0x7ffff7fd4334,LOAD,64,474,58.73,L1,0
690,0x7ffff7fd4324,ARITH,64,482,57.03,N/A,0
691,0x7ffff7fd4346,BRANCH,64,489,0.00,N/A,2
692,0x7ffff7fd4339,ARITH,64,497,53.89,N/A,0
693,0x7ffff7fd4328,BRANCH,64,505,53.92,N/A,2
694,0x7ffff7fd4318,LOAD,64,513,61.75,L2,0
695,0x7ffff7fd433d,ARITH,64,520,55.63,N/A,0
696,0x7ffff7fd432a,ARITH,64,528,54.55,N/A,0
697,0x7ffff7fd431c,LOAD,32,536,55.58,L1,0
698,0x7ffff7fd4340,STORE,64,543,113.68,DRAM,0
699,0x7ffff7fd432e,BRANCH,64,551,54.77,N/A,2
700,0x7ffff7fd4321,ARITH,64,559,53.52,N/A,0
701,0x7ffff7fd4343,ARITH,64,566,53.31,N/A,0
702,0x7ffff7fd4334,LOAD,64,574,57.92,L1,0
703,0x7ffff7fd4324,ARITH,64,582,56.58,N/A,0
704,0x7ffff7fd4346,BRANCH,64,589,0.00,N/A,2
705,0x7ffff7fd4339,ARITH,64,597,54.08,N/A,0
706,0x7ffff7fd4328,BRANCH,64,605,53.79,N/A,2
707,0x7ffff7fd4318,LOAD,64,613,60.76,L2,0
708,0x7ffff7fd433d,ARITH,64,620,55.12,N/A,0
709,0x7ffff7fd432a,ARITH,64,628,54.57,N/A,0
710,0x7ffff7fd431c,LOAD,32,636,56.20,L1,0
711,0x7ffff7fd4340,STORE,64,643,104.81,DRAM,0
712,0x7ffff7fd432e,BRANCH,64,651,54.56,N/A,2
713,0x7ffff7fd4321,ARITH,64,659,53.75,N/A,0
714,0x7ffff7fd4343,ARITH,64,666,53.43,N/A,0
715,0x7ffff7fd4334,LOAD,64,674,59.30,L1,0
716,0x7ffff7fd4324,ARITH,64,682,56.21,N/A,0
717,0x7ffff7fd4346,BRANCH,64,689,0.00,N/A,2
718,0x7ffff7fd4339,ARITH,64,697,54.54,N/A,0
719,0x7ffff7fd4328,BRANCH,64,705,53.56,N/A,2
720,0x7ffff7fd4318,LOAD,64,713,60.27,L2,0
721,0x7ffff7fd433d,ARITH,64,720,55.11,N/A,0
722,0x7ffff7fd432a,ARITH,64,728,54.37,N/A,0
723,0x7ffff7fd431c,LOAD,32,736,56.39,L1,0
724,0x7ffff7fd4340,STORE,64,743,98.71,DRAM,0
725,0x7ffff7fd432e,BRANCH,64,751,54.54,N/A,2
726,0x7ffff7fd4321,ARITH,64,759,53.71,N/A,0
727,0x7ffff7fd4343,ARITH,64,766,53.60,N/A,0
728,0x7ffff7fd4334,LOAD,64,774,58.83,L1,0
729,0x7ffff7fd4324,ARITH,64,782,55.82,N/A,0
730,0x7ffff7fd4346,BRANCH,64,789,0.00,N/A,2
731,0x7ffff7fd4339,ARITH,64,797,54.48,N/A,0
732,0x7ffff7fd4328,BRANCH,64,805,53.43,N/A,2
733,0x7ffff7fd4318,LOAD,64,813,59.79,L2,0
734,0x7ffff7fd433d,ARITH,64,820,55.30,N/A,0
735,0x7ffff7fd432a,ARITH,64,828,54.45,N/A,0
736,0x7ffff7fd431c,LOAD,32,836,56.80,L1,0
737,0x7ffff7fd4340,STORE,64,843,93.99,DRAM,0
738,0x7ffff7fd432e,BRANCH,64,851,54.67,N/A,2
739,0x7ffff7fd4321,ARITH,64,859,53.90,N/A,0
740,0x7ffff7fd4343,ARITH,64,866,53.47,N/A,0
741,0x7ffff7fd4334,LOAD,64,874,58.51,L1,0
742,0x7ffff7fd4324,ARITH,64,882,55.69,N/A,0
743,0x7ffff7fd4346,BRANCH,64,889,0.00,N/A,2
744,0x7ffff7fd4339,ARITH,64,897,54.51,N/A,0
745,0x7ffff7fd4328,BRANCH,64,905,53.32,N/A,2
746,0x7ffff7fd4318,LOAD,64,913,59.06,L2,0
747,0x7ffff7fd433d,ARITH,64,920,54.99,N/A,0
748,0x7ffff7fd432a,ARITH,64,928,54.17,N/A,0
749,0x7ffff7fd431c,LOAD,32,936,56.79,L1,0
750,0x7ffff7fd4340,STORE,64,943,90.30,DRAM,0
751,0x7ffff7fd432e,BRANCH,64,951,54.68,N/A,2
752,0x7ffff7fd4321,ARITH,64,959,54.26,N/A,0
753,0x7ffff7fd4343,ARITH,64,966,53.37,N/A,0
754,0x7ffff7fd4334,LOAD,64,974,58.09,L1,0
755,0x7ffff7fd4324,ARITH,64,982,55.53,N/A,0
756,0x7ffff7fd4346,BRANCH,64,989,0.00,N/A,2
757,0x7ffff7fd4339,ARITH,64,997,54.40,N/A,0
758,0x7ffff7fd4328,BRANCH,64,1005,53.37,N/A,2
759,0x7ffff7fd4318,LOAD,64,1013,59.23,L2,0
760,0x7ffff7fd433d,ARITH,64,1020,54.81,N/A,0
761,0x7ffff7fd432a,ARITH,64,1028,54.01,N/A,0
762,0x7ffff7fd431c,LOAD,32,1036,57.17,L1,0
763,0x7ffff7fd4340,STORE,64,1043,87.10,DRAM,0
764,0x7ffff7fd432e,BRANCH,64,1051,54.53,N/A,2
765,0x7ffff7fd4321,ARITH,64,1059,54.24,N/A,0
766,0x7ffff7fd4343,ARITH,64,1066,53.43,N/A,0
767,0x7ffff7fd4334,LOAD,64,1074,58.52,L1,0
768,0x7ffff7fd4324,ARITH,64,1082,55.39,N/A,0
769,0x7ffff7fd4346,BRANCH,64,1089,0.00,N/A,2
770,0x7ffff7fd4339,ARITH,64,1097,54.43,N/A,0
771,0x7ffff7fd4328,BRANCH,64,1105,53.11,N/A,2
772,0x7ffff7fd4318,LOAD,64,1113,59.83,L2,0
773,0x7ffff7fd433d,ARITH,64,1120,54.80,N/A,0
774,0x7ffff7fd432a,ARITH,64,1128,53.65,N/A,0
775,0x7ffff7fd431c,LOAD,32,1136,57.15,L1,0
776,0x7ffff7fd4340,STORE,64,1143,84.83,DRAM,0
777,0x7ffff7fd432e,BRANCH,64,1151,54.41,N/A,2
778,0x7ffff7fd4321,ARITH,64,1159,54.42,N/A,0
779,0x7ffff7fd4343,ARITH,64,1166,53.54,N/A,0
780,0x7ffff7fd4334,LOAD,64,1174,58.98,L1,0
781,0x7ffff7fd4324,ARITH,64,1182,55.20,N/A,0
782,0x7ffff7fd4346,BRANCH,64,1189,0.00,N/A,2
783,0x7ffff7fd4339,ARITH,64,1197,54.46,N/A,0
784,0x7ffff7fcf0e3,STORE,64,6,53.33,L1,0
785,0x7ffff7fce40d,LOAD,64,6,48.00,L1,0
786,0x7ffff7fce4f7,OTHER,64,7,41.14,N/A,0
787,0x7ffff7fea230,ARITH,32,44,55.27,N/A,0
788,0x7ffff7fcf280,STORE,64,6,53.33,L1,0
789,0x7ffff7fd48ee,LOAD,64,1,0.00,N/A,0
790,0x7ffff7fd441b,LOGIC,64,4,64.00,N/A,0
791,0x7ffff7fd4902,BRANCH,64,4,0.00,N/A,1
792,0x7ffff7fd442f,BRANCH,64,7,9.14,N/A,2
793,0x7ffff7fd4563,BRANCH,64,8,0.00,N/A,2
794,0x7ffff7fd49be,BRANCH,64,9,53.33,N/A,2
795,0x7ffff7fd43c1,OTHER,64,12,45.33,N/A,0
796,0x7ffff7fd49d0,BRANCH,64,13,0.00,N/A,2
797,0x7ffff7fd43d5,LOAD,32,15,215.47,DRAM,0
798,0x7ffff7fd452f,ARITH,64,16,50.00,N/A,0
799,0x7ffff7fd43ea,OTHER,64,18,46.22,N/A,0
800,0x7ffff7fcf151,LOAD,32,88,58.91,L1,0
801,0x7ffff7fcf15a,LOAD,64,7,178.29,L2,0
802,0x7ffff7fce4f1,OTHER,64,8,40.00,N/A,0
803,0x7ffff7fce24c,OTHER,64,7,36.57,N/A,0
804,0x7ffff7fce6eb,BRANCH,64,7,36.57,N/A,2
805,0x7ffff7fd43ce,STORE,64,19,53.89,L1,0
806,0x7ffff7fcf156,BRANCH,64,101,6.02,N/A,2
807,0x7ffff7fcf14b,ARITH,64,114,51.93,N/A,0
808,0x7ffff7fcf156,BRANCH,64,126,4.83,N/A,2
809,0x7ffff7fce495,STORE,64,10,57.60,L1,0
810,0x7ffff7fce7b2,OTHER,32,8,56.00,N/A,0
811,0x7ffff7fcefe1,LOAD,64,8,96.00,L1,0
812,0x7ffff7fd4532,BRANCH,64,19,0.00,N/A,1
813,0x7ffff7fcf113,LOGIC,32,9,46.22,N/A,0
