PC,OCC,RESULT
0x55555555598c,3669984,SDC
0x7fffe410a6ea,231218,NOINJECT
0x555555557336,12008854,CORRECT
0x5555555559b4,1092784,NOINJECT
0x5555555558ae,1828361,CORRECT
0x5555555558f9,206130,SDC
0x5555555558a6,5281262,CORRECT
0x5555555558d1,47912,SDC
0x55555555580b,5408925,SDC
0x555555555943,2937849,NOINJECT
0x7fffe410a6fb,1667656,NOINJECT
0x7fffe410a682,3593541,NOINJECT
0x5555555558ba,4849057,CRASH
0x55555555595a,1609292,CORRECT
0x55555555593f,3110462,SDC
0x5555555559a1,3766799,SDC
0x7fffe410a730,2518890,NOINJECT
0x555555555853,2640331,CRASH
0x555555555935,819346,CORRECT
0x7fffe410a70b,2919546,NOINJECT
0x7fffe410a6b9,1379753,NOINJECT
0x5555555559ae,4123665,SDC
0x555555555901,3434196,SDC
0x55555555580b,4607852,SDC
0x55555555733c,11050815,SDC
0x555555555978,927480,CRASH
0x5555555559ae,212069,SDC
0x5555555558cc,2797328,CRASH
0x7fffe410a754,1466226,NOINJECT
0x5555555558dd,3059565,CORRECT
0x55555555580e,3989655,SDC
0x5555555558d1,3713243,SDC
0x5555555558ae,1113903,CORRECT
0x7fffe410a704,1853941,NOINJECT
0x7fffe410a6d7,3323857,NOINJECT
0x7fffe410a708,3436123,NOINJECT
0x555555555853,770226,SDC
0x7fffe410a72c,3332140,NOINJECT
0x555555555889,3622212,CORRECT
0x555555557367,10117015,SDC
0x55555555580b,5523079,SDC
0x555555555819,135742,SDC
0x7fffe410a6da,3328261,NOINJECT
0x7fffe410a68c,2046996,NOINJECT
0x7fffe410a66e,4801277,NOINJECT
0x55555555733c,11928410,SDC
0x5555555558dd,525505,SDC
0x555555557361,465193,SDC
0x7fffe410a759,490366,NOINJECT
0x555555557347,1106034,SDC
0x5555555558a6,2632466,CORRECT
0x7fffe410a682,1688724,NOINJECT
0x5555555558d1,983601,CORRECT
0x7fffe410a6e6,1919595,NOINJECT
0x5555555558e1,1284255,SDC
0x555555555896,522549,SDC
0x7fffe410a813,217608,NOINJECT
0x555555557378,12259802,CORRECT
0x7fffe410a70b,2467417,NOINJECT
0x555555555943,4453076,NOINJECT
0x555555555819,1393685,CRASH
0x55555555737c,11353760,CRASH
0x555555555901,4501222,CORRECT
0x555555557367,1750401,SDC
0x555555555978,1079351,CRASH
0x555555555827,1926785,CRASH
0x7fffe410a717,1014804,NOINJECT
0x555555555827,3923485,CRASH
0x555555557359,1089083,NOINJECT
0x55555555595f,1767784,CRASH
0x555555555821,1340050,SDC
0x55555555591f,3997935,SDC
0x55555555592c,3653081,CORRECT
0x55555555736a,631091,CRASH
0x555555555819,3813249,CRASH
0x555555557336,9351069,CORRECT
0x7fffe410a660,1836369,NOINJECT
0x555555555819,776217,SDC
0x7fffe410a6af,220076,NOINJECT
0x7fffe410a711,2636984,NOINJECT
0x55555555736c,8804891,CRASH
0x555555555891,5811174,CORRECT
0x555555557336,3631335,CORRECT
0x555555555889,2434463,CORRECT
0x55555555595f,3460592,SDC
0x5555555558b6,3865551,SDC
0x555555555964,2319345,CORRECT
0x555555555943,1862085,NOINJECT
0x7fffe410a746,1473533,NOINJECT
0x55555555735d,6248637,CORRECT
0x555555555949,2394145,CRASH
0x555555555978,4393268,SDC
0x55555555585b,3438188,CRASH
0x55555555587b,3676253,SDC
0x555555555935,3869316,CORRECT
0x7fffe410a76a,256689,NOINJECT
0x7fffe410a6cc,2745781,NOINJECT
0x555555557380,5019614,NOINJECT
0x555555555803,4317867,CORRECT
0x7fffe410a669,4679092,NOINJECT
0x7fffe410a6f1,4281005,NOINJECT
0x7fffe410a754,309375,NOINJECT
0x7fffe410a728,2460278,NOINJECT
